MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13,Label
-355.18942,105.06928,15.682559,32.02047,4.262207,-1.177291,-0.21786477,-9.334905,-6.914676,-15.69243,0.35435933,-8.103946,-9.010103,0
-352.78738,109.33949,12.228818,29.719229,7.9661093,-6.5035915,1.2316637,-6.0757203,-13.609248,-10.701472,1.8714936,-8.4868555,-6.716945,0
-299.38168,100.5864,-1.028939,21.073305,10.283517,-5.675364,-9.639864,-8.178218,-4.3912945,-11.046256,2.5519955,-10.777923,-10.202146,0
-321.96735,93.63581,-0.28045204,25.003525,8.978343,-1.732263,-2.6667233,-5.5391774,-5.326684,-8.061407,2.2704344,-12.294485,-4.3523316,0
-271.5431,100.366035,-3.8075151,15.637118,7.4835587,-7.0725145,-11.23288,-8.9340315,-4.926763,-10.575489,1.6039901,-12.484957,-11.140765,0
-296.43848,103.56429,-0.4448504,17.19092,10.389382,-5.7744217,-12.614072,-8.299214,-5.6413035,-10.091156,1.547972,-10.39332,-9.579854,0
-333.64307,107.924576,5.5243845,23.810026,9.562522,-1.8024906,-8.832832,-5.296074,-7.089488,-10.775365,4.1911736,-12.776385,-8.219594,0
-365.2624,102.96522,12.17618,26.511065,16.6771,-1.5064456,-3.7099586,-6.429668,-7.5339146,-6.9621596,0.27891782,-13.39995,-4.4846706,0
-287.4246,85.8268,18.672153,25.122934,6.7834663,-9.064778,-10.33649,-10.816506,-4.975136,-13.279205,1.9607235,-12.658176,-6.2963386,0
-318.5355,86.175644,19.211576,23.571918,11.573094,-6.5104923,-8.459117,-7.4556637,-4.789794,-10.820995,0.95926356,-12.058934,-4.1140447,0
-275.3665,85.95811,12.036095,16.725714,8.080685,-10.09903,-9.029692,-5.9806247,-7.9940796,-15.210057,-0.08349979,-10.443166,-7.293345,0
-274.50015,88.02319,8.496509,20.583086,7.770724,-9.5706215,-8.874993,-9.633631,-6.635002,-14.094616,1.1187603,-8.589425,-4.8689675,0
-334.18616,90.106804,18.43197,29.655499,12.83733,-2.585036,-11.128723,-7.6284704,-6.2563677,-14.162641,1.1818647,-13.829612,-7.954169,0
-370.89703,96.396866,20.58396,27.109392,16.737368,-0.20423685,-7.7933846,-4.1934385,-5.056154,-11.869885,1.3431689,-10.752495,-7.3755274,0
-262.65576,100.12935,-1.8779445,12.353275,-9.753814,-3.0155964,-4.0526013,-12.354279,-6.7155147,-15.221955,5.902221,-11.455908,-8.40396,0
-345.9842,111.651344,11.386148,18.884243,2.1014695,1.4685397,2.6140583,-6.692049,-7.3444276,-9.4807205,4.0257235,-8.750053,-5.373689,0
-304.55743,100.514786,6.284647,12.847016,1.7805619,-1.878813,-2.911028,-8.183468,-7.5256877,-14.078701,2.6054437,-8.517704,-5.94651,0
-287.31943,104.202644,-2.4071631,14.732059,-2.8391516,-6.8474193,-2.4076145,-9.707534,-8.020352,-13.535046,1.1581084,-10.639793,-9.513593,0
-323.8726,109.833786,4.7815313,19.458857,-2.2376256,-1.2789009,-2.7034452,-7.813904,-6.587557,-14.840585,4.8848386,-9.624275,-9.486606,0
-375.62503,116.25922,16.127874,20.039299,7.30026,-0.7207002,0.157376,-5.2943983,-10.413917,-8.724139,2.0028,-9.753046,-4.686473,0
-327.68353,97.69257,12.689013,20.26145,5.5510783,-1.8598148,-2.849791,-6.119105,-10.787846,-11.8262005,5.351537,-10.559081,-6.1590962,0
-347.39847,103.288246,15.806312,17.779593,8.05367,0.76212424,-4.222564,-7.2451906,-8.22145,-9.918447,1.2302958,-10.566321,-4.2723927,0
-320.79007,94.17466,13.741602,22.38929,7.7237816,0.08548951,-4.280537,-7.9899664,-6.6865706,-11.783327,1.2079551,-11.486638,-5.213479,0
-318.19016,100.05149,9.611957,17.847998,7.209675,-0.97426975,-4.081853,-9.790433,-10.488619,-7.744935,4.1532264,-11.93927,-8.464513,0
-342.95483,107.7212,15.593035,16.338219,2.961738,3.043151,-7.021815,-10.735678,-8.338855,-12.822418,5.682325,-13.496642,-6.979403,0
-372.72034,103.00924,23.2532,20.486485,9.924526,3.7462058,0.19792873,-5.3495846,-10.721178,-9.290921,0.619372,-10.931829,-4.1073327,0
-296.16415,100.21587,16.567307,28.744322,-5.9371376,-8.920164,-4.556495,-13.51314,-6.8980412,-17.842966,0.6443427,-9.384681,-5.572609,0
-338.35962,111.0763,21.527882,26.859606,-0.26593742,-3.8960335,-3.1306796,-10.260179,-5.387049,-12.842532,-1.2284715,-11.956041,-2.5959756,0
-291.75253,101.64371,12.850022,24.35703,-2.8450449,-9.490444,-6.149818,-11.236503,-8.452049,-16.610603,-3.4543228,-12.766244,-3.3460274,0
-289.68985,102.048416,13.63875,22.252483,-4.4643135,-9.9332905,-6.1845384,-9.003253,-7.369467,-18.750328,0.21949168,-8.444152,-7.9358478,0
-325.90027,105.76816,16.281542,29.123196,-3.4166014,-7.11252,-1.9681479,-11.152591,-10.136296,-17.324938,0.13837981,-11.4374275,-6.6030116,0
-356.52075,112.49698,18.118889,25.936775,3.168022,-5.259409,-2.4162319,-6.8936615,-8.516465,-13.702416,-3.58687,-11.466507,-0.19774246,0
-286.45364,92.34149,19.032398,25.63045,-3.249156,-7.8390017,-5.3229747,-17.168583,-4.6705313,-13.41495,-1.3769984,-10.352447,-5.0790625,0
-327.18784,98.98961,23.380596,24.034359,1.8457986,-8.283828,-5.7080903,-10.745717,-6.9296536,-11.909478,-0.97402227,-11.603932,-5.430644,0
-305.50745,94.66424,19.595533,21.733982,0.25259948,-5.2237988,-6.9457173,-13.850959,-4.725903,-14.250892,-3.0407794,-10.832095,-6.349968,0
-325.71698,96.828964,21.089025,25.178974,-0.8470711,-1.0428383,-5.486161,-13.388056,-3.6098135,-14.959249,-1.6335884,-11.487253,-4.9951334,0
-351.26376,99.65267,24.973663,27.550333,3.9703429,-3.5192883,-9.249927,-10.644612,-3.242035,-16.108875,-1.41934,-10.5587635,-6.386206,0
-381.0173,105.64617,26.110746,27.294096,9.881466,-1.7903886,-3.757646,-10.257005,-7.86127,-9.476043,-2.0460725,-9.956872,-3.3103979,0
-312.4232,93.28509,4.1941285,30.804197,6.7374134,-7.5884166,-10.437237,-3.2891896,-2.8112242,-16.197353,6.262373,-16.040033,-6.9227586,0
-303.6746,102.93441,-3.6382997,23.74508,14.207286,-7.1368628,-17.698526,-7.856168,-1.9731023,-14.140142,5.4198976,-13.787246,-5.913247,0
-306.08554,95.13749,1.8060569,23.86244,14.34761,-7.83647,-10.047389,-5.6052675,-1.8349409,-13.271941,0.49188048,-11.481869,-5.4973106,0
-291.58923,99.36717,-3.840227,22.342817,11.936797,-11.616528,-10.679274,-6.2239914,-4.1711893,-15.766659,4.494315,-12.863939,-9.830221,0
-356.4894,106.01914,7.693699,29.856968,11.645415,-0.24744567,-10.990412,-7.7340174,-2.6031299,-11.162863,3.171134,-12.860227,-6.1233635,0
-377.7053,98.460335,14.440981,30.037184,17.499435,-2.716835,-4.810809,-5.1995444,-3.8761802,-9.367299,0.23809509,-11.905566,-5.2550554,0
-272.27496,64.081154,19.396006,23.142567,7.6197844,-0.12162432,-9.496593,-12.836331,-5.5585523,-16.90542,3.7582667,-11.469551,-5.782126,0
-316.29742,68.66624,26.673079,19.233519,11.679161,2.2310004,-7.757846,-8.270502,-4.5067253,-10.915903,1.9532859,-12.455978,-2.1125355,0
-289.11215,70.753654,16.643414,14.291355,10.775058,-2.1999881,-8.043307,-11.647614,-5.6800613,-12.0901575,1.3876163,-11.398335,-3.1038778,0
-301.92175,78.52674,13.606366,20.775085,14.710493,-4.4406414,-9.036344,-10.324453,-5.424506,-12.605709,-1.7167473,-12.855652,-4.843215,0
-347.21927,82.31416,26.505907,23.767145,14.234012,3.6960444,-9.3805065,-8.084443,-5.6424274,-13.377283,1.3628793,-15.418909,-3.4027119,0
-374.06873,88.46603,29.793247,23.884033,16.158386,4.0899463,-5.1694083,-5.7384653,-7.059543,-11.906702,-0.04005189,-11.311234,-5.435593,0
-267.9987,83.383026,11.32977,18.827463,-3.0324054,-3.4592867,-8.470799,-10.418052,-6.138104,-18.258886,3.8164265,-11.475033,-3.1445503,0
-340.4862,92.02133,18.270115,20.498344,8.3643675,2.3244252,-5.063926,-5.5314307,-8.502553,-11.591505,1.1286714,-12.287104,-2.9903514,0
-280.9805,85.621544,11.098025,13.044438,3.5818331,-5.4885135,-8.015656,-9.317626,-8.906164,-14.266957,2.272463,-8.210646,-5.9042444,0
-285.58627,88.083435,10.293267,16.053514,3.6006835,-4.326546,-3.718566,-10.608635,-7.6303735,-14.302242,-0.37117136,-8.630273,-5.8039126,0
-337.7313,96.28706,17.811237,22.433075,4.1836123,4.47653,-5.1613164,-11.634342,-6.3299565,-12.456415,2.2926862,-11.141906,-5.1997685,0
-354.1423,99.5406,18.342539,21.052923,10.831986,-0.17758013,-3.4812179,-8.4501295,-7.745057,-6.8712187,0.22454807,-11.786045,-3.8024049,0
-281.75552,53.82696,1.6190013,16.38251,1.668746,-5.8102818,-6.6189027,-0.13099585,-4.7374167,-12.188876,3.6962447,-14.468501,-10.433571,0
-349.8981,83.68776,14.040212,21.716206,10.107819,-3.5342603,-8.121923,-0.10375891,-2.6688094,-11.6797285,2.728541,-12.472846,-5.83286,0
-363.59177,88.10157,17.253576,26.47683,9.616744,0.9390909,-7.595335,-0.42282298,-2.375663,-15.148702,0.23427173,-11.54743,-4.348603,0
-342.0993,82.219475,11.381743,25.267248,13.211616,-2.5699308,-6.8692765,-3.3754065,-6.318507,-11.504033,1.5828595,-15.224955,-11.069413,0
-393.30542,98.797676,23.368393,25.85528,11.465304,0.552801,-6.099834,-1.735274,-6.602615,-11.685976,2.9040437,-10.80485,-4.2620325,0
-397.4608,94.724495,20.094238,32.307316,16.388824,-1.1060323,-10.674692,3.0226047,-5.4481816,-12.5091305,2.9688256,-12.080612,-2.9941227,0
-344.91116,90.40939,12.737,15.482506,5.710857,3.1668227,-8.689299,-5.047882,-1.9427646,-7.4243326,0.97474104,-14.291684,-3.4930956,0
-328.33624,84.1379,5.0167103,7.716351,6.212747,6.93461,-7.406196,-8.781249,-2.9307454,-12.490044,-2.7219346,-17.344198,-2.0534575,0
-322.3482,84.44968,6.1764483,12.778707,4.571688,2.0931365,-8.438979,-8.593374,-3.150745,-10.471149,3.2924783,-11.532638,-0.45373863,0
-418.63074,109.82101,24.351318,21.23828,13.608074,8.230196,-2.384217,-1.3931948,-5.342151,-9.186055,0.28030938,-11.14667,-7.639408,0
-374.78394,95.768585,13.449398,21.911406,7.716335,4.469294,-6.736062,-2.2046363,-3.8114927,-9.687768,4.186368,-11.506975,-4.906945,0
-336.49533,87.95774,5.909484,18.806534,5.641769,1.8711421,-7.356551,-0.96116024,-1.3825542,-10.956876,1.387531,-13.347935,-3.2799873,0
-346.85016,84.11993,5.2481713,25.36855,11.261227,2.0120451,-10.498742,-1.102867,1.5396999,-14.120238,0.13510947,-12.732056,-6.6131215,0
-385.67368,98.28083,14.667046,19.675594,15.28882,5.04278,-9.051276,0.9148249,-2.0030124,-9.182039,-3.1406574,-13.874695,-5.4299073,0
-382.5661,98.15661,16.104685,16.742094,16.475424,3.4038079,-9.271461,-2.1675894,-1.7531861,-7.752389,0.37896135,-14.367648,-5.333484,0
-308.2035,81.24802,-4.42801,22.898546,3.0567932,-1.3263327,-14.412054,-3.594883,2.8742273,-15.70952,2.0730844,-12.586713,-6.074016,0
-390.6756,99.01137,20.48326,21.892702,12.449899,2.9015183,-5.249895,-2.1723282,-2.9245973,-8.739113,-0.6529421,-11.913142,-5.82845,0
-366.66278,100.53798,13.051111,18.441923,6.4405828,4.1957464,-6.6347513,-6.8043547,-1.425057,-10.770476,0.109782085,-14.042802,-4.3889093,0
-410.20032,103.6606,27.177616,18.100515,12.782658,5.371924,-5.418776,-3.8402262,-3.5971854,-6.5763073,-2.7316675,-11.523943,-4.727312,0
-429.76294,108.82555,27.639534,21.881504,13.983761,7.57807,-2.8215163,-2.6631916,-3.8122268,-4.319955,-1.9753215,-11.525711,-6.617825,0
-429.05173,105.38797,29.21208,19.060923,17.166294,8.915289,-3.8192973,-3.8219652,-3.7870402,-5.9057074,-3.5107102,-13.097189,-6.0155835,0
-426.54504,108.05823,27.327711,21.161026,14.263338,8.331539,-3.203236,-2.3825278,-3.096239,-6.56466,-2.2836418,-10.864851,-6.063815,0
-282.58926,69.0391,3.2026703,18.687666,-3.2639773,1.8597193,-9.661647,-7.037945,-4.2222295,-11.678423,7.478821,-18.741274,-6.422027,0
-387.35382,98.8288,13.810729,27.074738,14.483035,2.8325057,-7.7976665,-1.6730499,-2.0044093,-10.829701,-0.65441936,-13.289733,-7.854839,0
-387.3297,102.96075,23.346409,20.661234,9.25009,2.0382776,0.9399371,-6.980246,-6.147219,-10.569033,-2.3409889,-13.431256,-6.15465,0
-341.6717,90.92705,4.034648,26.9772,11.146394,0.2893177,-8.969598,-2.8053863,-4.4657745,-14.215053,1.3848777,-12.1298275,-7.7187676,0
-399.25955,104.5382,21.279182,25.957209,14.422441,1.2134054,-4.765702,-6.3265467,-4.9693937,-9.3490095,-1.872921,-14.719014,-4.8405824,0
-398.20038,108.777504,19.430195,23.8262,14.35015,2.401067,-5.62441,-1.8522083,-4.752777,-9.698745,-1.5862236,-11.339144,-7.2310324,0
-322.44208,84.03503,5.2017646,16.913116,8.466393,-2.1756823,-7.448863,-1.4256784,-3.9759479,-12.937085,0.7112532,-14.385495,-3.020579,0
-341.69067,86.89316,8.411659,19.305496,9.40035,-5.222724,-7.9475145,-0.6387933,-1.8326547,-10.30317,1.769753,-8.496176,-2.7321384,0
-385.61395,97.32112,18.787363,24.037857,13.065289,-1.8498566,-5.993979,1.496566,-4.917991,-12.6315155,-0.2733352,-11.359808,-4.6016555,0
-339.18454,89.37674,6.805255,19.420084,13.291477,-1.3051604,-8.168232,-1.1566801,-1.6642395,-12.022673,-2.979498,-13.820027,-8.225684,0
-377.73416,94.33073,18.809137,22.66335,11.06334,-0.1548731,-7.108767,0.8951559,-3.8093054,-10.198142,0.4752737,-12.670159,-3.0119338,0
-387.48328,96.05457,19.293127,25.152384,13.90138,0.5594022,-6.4282856,1.5741239,-3.946698,-9.528219,0.17016412,-14.296486,-4.99202,0
-370.56296,90.43421,20.966974,20.68147,15.091238,-2.984264,-4.01507,0.5170837,-6.797463,-13.502073,-1.5909399,-9.608916,-6.938766,0
-376.95825,89.074776,21.855589,21.090221,16.285725,-3.8942337,-6.5033026,-1.0323596,-4.105578,-9.770438,0.30877453,-8.397094,-4.9007316,0
-377.19168,91.820755,23.887127,22.91836,13.555288,-2.0804827,-6.1054873,-0.7712583,-5.7135167,-13.745982,-2.3101246,-9.894364,-6.696521,0
-336.71585,86.73596,20.847229,14.093016,7.3331623,-4.455997,-7.78721,-8.630225,-6.488361,-11.498364,2.451785,-8.896625,-2.6073215,0
-383.6647,92.73914,26.764702,22.59746,13.419072,-3.1091526,-5.873443,0.23368049,-5.356381,-12.598114,0.23649189,-11.804517,-3.1449928,0
-422.8382,100.4263,34.35984,22.282042,16.962103,2.8160915,-4.602749,1.9343927,-4.80744,-10.842035,-3.9215589,-11.125606,-6.9420977,0
-322.44565,96.18242,7.3825855,8.319008,0.9972478,2.8494751,-5.538135,-6.9558277,-5.133079,-14.785952,3.1270049,-12.84814,-2.8339508,0
-352.1506,94.704414,12.839163,16.21284,8.663774,-1.0166459,-8.010434,-7.693076,-1.4243805,-11.924505,2.4148853,-10.030371,-5.114212,0
-396.90564,107.26879,22.284487,18.231617,14.072718,4.683972,-5.184495,-5.529011,-1.5634341,-9.290583,-0.5891479,-10.652023,-3.3488255,0
-358.47595,102.38304,14.203366,11.7390585,9.52595,4.032921,-5.913017,-8.07181,-4.65484,-12.570037,2.1822188,-10.231251,-3.7697623,0
-393.4692,105.42558,21.533438,15.799267,10.120368,7.6356707,-4.4972672,-5.655509,-4.9495583,-8.247397,2.3597472,-14.458819,-2.9503345,0
-394.2666,104.7561,18.33129,15.528388,11.986323,7.611561,-7.4725623,-4.142512,-6.0717125,-8.435097,1.6653407,-15.470031,-3.323082,0
-337.87106,89.25506,16.130491,12.051557,7.0884895,0.2916622,-7.7646494,-7.5063925,-4.618694,-11.668706,-1.4705657,-10.844293,-1.7374245,0
-352.79028,86.01894,12.799911,14.824863,12.037577,1.5401324,-5.0055375,-3.2989328,-0.3989559,-9.70399,-3.3398716,-10.871094,-2.972411,0
-355.17105,86.217064,14.402919,20.885948,15.8206835,2.1288803,-11.306235,1.6323223,0.8657178,-15.980991,-5.060159,-10.764267,-2.5960953,0
-325.44394,97.36585,3.223437,15.702302,10.084922,-3.4137676,-13.221599,-5.6425853,-0.49677637,-12.22275,-1.3440399,-10.084578,-3.053263,0
-393.29916,103.74047,22.387993,18.016504,9.876722,3.3680842,-4.1202416,-6.5403743,-3.4951115,-8.647566,-2.2496111,-13.352944,-3.3721998,0
-402.31616,102.63617,23.188274,21.989115,17.02403,2.503506,-7.6748424,-1.6409785,-4.9880095,-8.937765,-2.083343,-11.855507,-1.5284642,0
-358.4098,96.86786,23.63767,17.93843,0.09666851,1.9730022,-8.093693,-9.835785,-4.3056583,-12.594436,6.1251225,-11.917236,-4.826674,0
-347.5385,87.69994,22.203455,17.209595,-1.3116182,2.055927,-6.586854,-5.411615,-1.1191475,-13.53561,5.426225,-13.192113,-3.3086257,0
-378.32495,100.02935,25.903652,16.65974,6.308747,2.706573,-3.3609197,-6.148349,-5.6457787,-12.772329,3.8091547,-13.594194,-4.541523,0
-341.26498,96.32179,20.967869,14.8779545,-2.403696,-0.298299,-5.9039106,-8.887404,-6.7559495,-15.11946,4.310618,-16.126894,-3.9288373,0
-403.05637,105.19971,27.158627,19.152304,11.42934,3.9925025,-3.8289905,-4.8462224,-7.574877,-9.139535,1.9806832,-12.8899765,-3.3620965,0
-406.05496,109.4425,26.217678,17.478579,12.622162,5.3371453,-5.991661,-2.4291253,-5.8195553,-10.542089,0.81626093,-12.685001,-5.088722,0
-338.97958,86.2291,23.05377,8.720799,-0.7123456,0.5488461,-4.1412163,-5.063278,-4.384679,-16.22146,-0.23982847,-12.029953,-3.2045703,0
-360.41873,91.50845,24.896646,19.118011,0.20300774,-0.9526426,-8.041324,-5.6511774,0.41073534,-14.657945,3.0676572,-9.798206,-3.9078503,0
-379.09888,95.329155,27.871017,19.785479,6.075447,2.9793837,-5.289391,-4.4272866,-2.0143301,-13.960005,-2.3482504,-10.316675,-3.5576448,0
-324.3957,87.213,19.649738,11.316528,-3.9467876,-0.3289019,-5.8419104,-6.513381,-3.1527333,-17.05398,-0.7203662,-11.371364,-1.1257684,0
-389.57446,98.161476,29.89074,20.08298,7.148464,2.792584,-3.8490148,-5.1698456,-4.8559356,-12.5575,1.0542592,-10.422941,-3.3210647,0
-374.13504,90.22247,18.95447,20.474834,10.010061,4.807291,-5.7953935,0.42393813,-1.6502998,-13.138455,2.2570553,-12.595978,-3.7117496,0
-227.8958,41.43166,-13.464569,12.042949,-0.964836,-9.908359,-6.893599,-3.477859,-4.198922,-15.730255,7.2279596,-12.266589,-4.1524553,0
-370.388,91.18152,19.662243,18.528568,15.300895,-3.8796797,-4.4197984,-0.5708971,-1.1605814,-10.473261,-2.5174255,-9.208417,-6.5654097,0
-269.53497,67.16417,-4.454228,19.013498,5.86955,-9.343385,-16.198418,-0.46228966,0.7025779,-15.266116,1.3233516,-10.462902,-4.358817,0
-250.12358,66.24034,-2.3496423,15.809522,3.2155845,-11.16946,-9.303356,-6.4181514,-5.8712745,-17.208704,4.3932533,-15.314493,-6.607032,0
-313.09372,81.798775,1.777699,22.11404,9.129699,-9.089916,-10.798156,-0.14477207,1.4176642,-13.576851,0.31858397,-9.581767,-5.9004984,0
-327.82486,68.54645,20.663929,14.651576,13.273043,-2.5599105,-7.0780187,-4.621015,-0.47796324,-10.968273,-2.6429684,-9.700492,-3.058514,0
-317.9061,60.803078,24.462696,14.191769,13.587717,-5.5231953,-2.5182564,-4.7164726,-1.7177162,-11.291628,-0.4999919,-9.361589,-3.8293068,0
-370.5456,79.74441,30.365404,19.655176,18.152966,-2.0075014,-4.1138763,-3.0507548,-3.5289245,-10.489953,-3.7015443,-9.135994,-4.505978,0
-319.04858,67.40242,19.847544,15.474031,14.206459,-4.616029,-6.455591,-6.3291187,-2.8403306,-13.179426,-2.6063702,-12.199545,-6.3640413,0
-387.335,80.89945,33.121353,20.526756,16.795605,-0.3031699,-3.9947557,-3.2989945,-4.747269,-10.000732,-3.5988977,-9.44149,-3.153789,0
-403.00162,84.35569,34.03195,19.134726,20.844,0.521233,-3.748672,-1.2470522,-3.3503401,-8.365746,-4.7964993,-9.089768,-4.158021,0
-254.46725,57.603237,9.296392,8.734832,-3.5181167,-1.7301489,-2.974824,-9.274585,-3.08503,-13.884545,3.694862,-11.818746,-5.5187597,0
-273.0853,54.224754,2.640353,15.093157,1.7646255,-4.1717725,-5.1536837,-5.8766513,3.1759005,-11.743567,1.2795728,-5.4164877,-7.493748,0
-363.5789,89.07638,21.024502,13.296972,13.756883,1.5555636,-4.0279408,-3.8852875,-0.20113358,-11.059133,-2.09784,-8.846434,-3.344462,0
-335.36047,82.82709,17.831413,15.85626,7.109924,-0.87761295,-4.853848,-5.1783724,-2.7616258,-13.237772,-1.7366682,-11.18932,-2.8209429,0
-377.90628,92.35036,24.71651,14.775778,12.919611,3.6647885,-4.5368266,-3.4585726,-4.4548974,-13.009243,-1.6468513,-10.923331,-4.5487394,0
-392.61682,91.32536,30.483719,16.15633,12.805704,5.5466685,-1.055585,-3.4219556,-3.202314,-10.764809,-1.5386007,-11.700598,-3.262029,0
-299.52847,57.8047,6.72725,16.468393,0.9427979,-6.4694133,-2.4398885,-3.3101199,-6.6440024,-9.503429,-2.0693808,-13.801147,-6.934604,0
-403.40854,99.981926,22.271229,23.97814,14.6067505,-5.54544,-2.3021345,2.9771965,-6.8755217,-7.926121,0.5150458,-7.8462734,-6.1938624,0
-399.04883,96.03,25.258276,26.64962,12.774402,-2.1706445,-4.217859,-0.7977829,-5.7096343,-9.310299,0.6622863,-9.937648,-4.568182,0
-376.90952,96.79027,16.309774,27.159811,9.29539,-6.0787673,-4.8216143,-2.3449326,-5.510527,-9.696437,-0.43063995,-6.129113,-7.3345437,0
-374.58423,92.851105,19.591248,21.11463,10.500541,-8.932677,-6.4557214,2.7948668,-2.45311,-10.512865,1.1054146,-8.898352,-5.5373626,0
-413.6354,101.938705,25.90319,26.037443,12.93529,-1.3469216,-3.8476765,2.2075977,-3.5887258,-8.871419,-0.43911704,-8.568294,-3.6570263,0
-271.12952,55.157364,-12.76662,-1.0085635,1.2193626,-1.2294327,-1.840147,-5.2672606,-8.405851,-8.967873,2.0701325,-5.858716,3.2243567,0
-327.5644,90.7329,5.252183,6.958662,7.560696,3.1269858,-1.5976126,-5.0178785,-4.28533,-5.796343,1.6766763,-12.919917,-4.874792,0
-299.77847,80.6768,2.1018982,6.6422505,5.848099,0.36455986,-2.0124013,-5.294075,-5.7978344,-8.627505,1.7410483,-12.559123,-5.9160023,0
-374.8691,100.96133,14.889146,16.035803,13.004735,-0.8680445,-1.2266523,-0.9466079,-4.5378366,-6.109787,2.8689556,-11.006772,-5.939663,0
-392.5404,111.745735,12.2053585,14.16942,12.415661,1.3273157,-2.9518914,-0.65809876,-6.5139637,-4.2808723,1.9187111,-10.253929,-9.5748825,0
